::1 - - [17/May/2020:07:45:17 +0000] "POST /signup HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:45:50 +0000] "POST /user/signup HTTP/1.1" 422 760 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:46:59 +0000] "POST /user/signup HTTP/1.1" 422 760 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:49:51 +0000] "POST /user/signup HTTP/1.1" 422 234 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:50:10 +0000] "POST /user/signup HTTP/1.1" 422 234 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:51:22 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:51:52 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:52:37 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:52:56 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:53:38 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:54:10 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:54:11 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:55:41 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:57:43 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:57:58 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:07:58:14 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:00:09 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:00:10 +0000] "POST /user/signup HTTP/1.1" 422 206 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:05:57 +0000] "POST /user/signup HTTP/1.1" 201 66 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:09:35 +0000] "POST /user/signup HTTP/1.1" 200 211 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:09:57 +0000] "POST /user/signup HTTP/1.1" 422 126 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:10:10 +0000] "POST /user/signup HTTP/1.1" 200 213 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:13:04 +0000] "POST /user/signup HTTP/1.1" 200 213 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:13:04 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:15:41 +0000] "POST /user/signup HTTP/1.1" 200 213 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:16:07 +0000] "POST /user/signup HTTP/1.1" 200 213 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:16:07 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:17:34 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:17:56 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:18:01 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:19:46 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:21:22 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:21:57 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:22:47 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:22:55 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:24:08 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:25:18 +0000] "POST /user/signup HTTP/1.1" 422 98 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:26:17 +0000] "POST /user/login HTTP/1.1" 200 210 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:26:17 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:32:45 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:32:49 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:32:58 +0000] "GET /shop HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:33:13 +0000] "GET /food HTTP/1.1" 200 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:33:17 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:08:34:03 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:21:58 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:23:08 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:23:28 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:24:09 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:24:26 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:25:05 +0000] "GET /top-restaurants HTTP/1.1" 403 69 "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:25:06 +0000] "GET /food HTTP/1.1" 304 - "-" "Expo/2.15.3.10122 CFNetwork/1121.2.1 Darwin/19.4.0"
::1 - - [17/May/2020:10:26:52 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:27:33 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:28:26 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:28:48 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:31:06 +0000] "GET /admin/view-restaurants HTTP/1.1" 200 922 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:32:23 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:32:59 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:34:15 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:34:55 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:35:07 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:35:08 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:36:49 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:36:50 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:37:01 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:37:16 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"
::1 - - [17/May/2020:10:37:17 +0000] "GET /favicon.ico HTTP/1.1" 403 69 "http://localhost:8000/food/top-restaurants" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"
::1 - - [17/May/2020:10:38:58 +0000] "GET /food/top-restaurants HTTP/1.1" 503 2 "-" "PostmanRuntime/7.24.1"
::1 - - [17/May/2020:10:39:38 +0000] "GET /food/top HTTP/1.1" 503 2 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"
::1 - - [17/May/2020:10:39:38 +0000] "GET /favicon.ico HTTP/1.1" 401 45 "http://localhost:8000/food/top" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"
::1 - - [17/May/2020:10:39:40 +0000] "GET /food/top HTTP/1.1" 503 2 "-" "Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_4) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/78.0.3904.70 Safari/537.36"
